Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,database,module,overlap.n
purinergic nucleotide receptor signaling pathway (GO:0035590),3/21,0.0396198233642033,0.208959741603799,0,0,4.40728021978022,14.2285767108785,P2RX7;P2RX4;CASP1,GO_BP,blue,3
regulation of transposition (GO:0010528),3/21,0.0396198233642033,0.208959741603799,0,0,4.40728021978022,14.2285767108785,APOBEC3D;APOBEC3G;APOBEC3H,GO_BP,blue,3
negative regulation of small GTPase mediated signal transduction (GO:0051058),3/21,0.0396198233642033,0.208959741603799,0,0,4.40728021978022,14.2285767108785,SH3BP1;RASAL3;ARHGAP25,GO_BP,blue,3
positive regulation of phosphatase activity (GO:0010922),3/21,0.0396198233642033,0.208959741603799,0,0,4.40728021978022,14.2285767108785,RIPK3;IFNG;CD300A,GO_BP,blue,3
calcium ion transmembrane transport (GO:0070588),7/87,0.0399379798175213,0.208959741603799,0,0,2.31911256906077,7.4685339688486,P2RX7;TRPC6;P2RX4;TRPA1;SLC8B1;RYR3;GRIN2D,GO_BP,blue,7
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),11/165,0.0401545891815394,0.208959741603799,0,0,1.89632936507937,6.09673407466231,CXCL10;CXCL11;CXCL9;ADGRE5;CNR2;GPR65;ADGRG5;OXER1;AKAP5;INSL3;S1PR5,GO_BP,blue,11
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),8/106,0.0404508080274908,0.208959741603799,0,0,2.16456375081153,6.94320330544283,FLT3;PIK3CD;TREM2;NLRC3;PTPN6;WNT16;HCST;PIK3CG,GO_BP,blue,8
negative regulation of toll-like receptor signaling pathway (GO:0034122),4/36,0.0413401428131297,0.212909594830358,0,0,3.30759972489684,10.5377523166425,CD300A;TREM2;CD300LF;LILRA4,GO_BP,blue,4
regulation of immune effector process (GO:0002697),5/53,0.0436941847649565,0.223757176802017,0,0,2.75783402203857,8.63351042942744,ZNF683;CD19;HLA-DRA;CLU;HLA-DRB1,GO_BP,blue,5
negative regulation of cysteine-type endopeptidase activity (GO:2000117),5/53,0.0436941847649565,0.223757176802017,0,0,2.75783402203857,8.63351042942744,LAMP3;RPS6KA1;CARD16;CST7;CD44,GO_BP,blue,5
positive regulation of chemokine production (GO:0032722),5/53,0.0436941847649565,0.223757176802017,0,0,2.75783402203857,8.63351042942744,CSF1R;CD74;SYK;IFNG;TLR7,GO_BP,blue,5
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),7/89,0.0442994887589177,0.226428896316808,0,0,2.26231303058887,7.05113685432244,SYK;LAMP3;RPS6KA1;CASP1;CARD16;CD44;MAP3K5,GO_BP,blue,7
regulation of macrophage chemotaxis (GO:0010758),3/22,0.0446665802586457,0.227020198725462,0,0,4.1751012145749,12.9784261352355,CSF1R;SLAMF8;STAP1,GO_BP,blue,3
natural killer cell mediated cytotoxicity (GO:0042267),3/22,0.0446665802586457,0.227020198725462,0,0,4.1751012145749,12.9784261352355,KLRK1;GZMB;SLAMF7,GO_BP,blue,3
positive regulation of granulocyte chemotaxis (GO:0071624),3/22,0.0446665802586457,0.227020198725462,0,0,4.1751012145749,12.9784261352355,CD74;RIPOR2;RAC2,GO_BP,blue,3
positive regulation of calcium ion transport (GO:0051928),4/37,0.0450606509178093,0.22838892228561,0,0,3.20720270101288,9.94151341813223,P2RX7;TRPC6;CXCL12;P2RX4,GO_BP,blue,4
protein tetramerization (GO:0051262),6/71,0.0451044936961246,0.22838892228561,0,0,2.44507161803714,7.57672288848176,GBP5;TRPA1;AQP10;MS4A1;RYR3;HLA-DRB1,GO_BP,blue,6
positive regulation of hydrolase activity (GO:0051345),10/149,0.0470869700542758,0.237982466188495,0,0,1.90881968489009,5.83289285611174,DOCK10;CCL24;CCL22;RIPK3;SH3BP1;DOCK8;XCL2;RGS10;ARAP1;CCL17,GO_BP,blue,10
extrinsic apoptotic signaling pathway (GO:0097191),6/72,0.0477523300535622,0.240895832616574,0,0,2.40789968652038,7.32417449221976,P2RX7;CASP8;TGFB1;IFNG;CD27;FASLG,GO_BP,blue,6
toll-like receptor signaling pathway (GO:0002224),7/91,0.0489562827034227,0.242079843872057,0,0,2.2082182320442,6.66181364043661,IKBKB;CASP8;ITGB2;BTK;TLR8;TLR10;TLR7,GO_BP,blue,7
negative regulation of innate immune response (GO:0045824),4/38,0.0489619936112256,0.242079843872057,0,0,3.11271138441622,9.39015043172049,STAT2;DHX58;SLAMF8;NLRC3,GO_BP,blue,4
positive regulation of production of molecular mediator of immune response (GO:0002702),4/38,0.0489619936112256,0.242079843872057,0,0,3.11271138441622,9.39015043172049,PTPRC;PTPN22;TNFRSF14;CD244,GO_BP,blue,4
negative regulation of cytokine-mediated signaling pathway (GO:0001960),5/55,0.0499613424192373,0.242383870980003,0,0,2.64724517906336,7.93248533243771,PTPRC;STAT2;STAP1;TREM2;CARD16,GO_BP,blue,5
extracellular matrix organization (GO:0030198),17/300,0.0499668162713423,0.242383870980003,0,0,1.59734141006226,4.78626768082762,TGFB1;VCAM1;ITGA4;ITGB2;LOXL3;TNC;CAPG;ITGAL;ITGAD;COL8A2;ITGAX;COL10A1;ADAM8;ITGB7;COL9A2;LCP1;CD44,GO_BP,blue,17
regulation of cysteine-type endopeptidase activity (GO:2000116),3/23,0.050015719408572,0.242383870980003,0,0,3.96614010989011,11.8802472170634,AIM2;FYN;PSMB9,GO_BP,blue,3
regulation of interferon-gamma-mediated signaling pathway (GO:0060334),3/23,0.050015719408572,0.242383870980003,0,0,3.96614010989011,11.8802472170634,IFNG;STAT1;TXK,GO_BP,blue,3
regulation of necroptotic process (GO:0060544),3/23,0.050015719408572,0.242383870980003,0,0,3.96614010989011,11.8802472170634,ZBP1;CASP8;RIPK3,GO_BP,blue,3
hyaluronan metabolic process (GO:0030212),3/23,0.050015719408572,0.242383870980003,0,0,3.96614010989011,11.8802472170634,TGFB1;LYVE1;CD44,GO_BP,blue,3
cellular response to oxygen-containing compound (GO:1901701),18/323,0.050991498905996,0.246671375957756,0,0,1.56968707608121,4.67153997505118,CX3CR1;CXCL9;GFI1;LILRB1;CXCL13;NUGGC;RYR3;CAMKK2;P2RX7;CXCL10;CXCL11;P2RX4;AXL;CASP1;PDCD4;STAP1;CARD16;CCR5,GO_BP,blue,18
response to peptide (GO:1901652),4/39,0.0530434754192936,0.256140418735947,0,0,3.02361957162507,8.87929249164166,STAT1;STAT2;FYN;NLRP1,GO_BP,blue,4
regulation of programmed cell death (GO:0043067),12/194,0.0532350434733923,0.256608065426014,0,0,1.75032477953201,5.13376976910712,CXCL10;RARG;RIPK3;STAT1;FLT3;CASP1;PTPN6;SKP2;CD3E;IKZF3;JAK3;CLU,GO_BP,blue,12
Fc receptor mediated stimulatory signaling pathway (GO:0002431),6/74,0.0533306815398726,0.256612462329512,0,0,2.33683569979716,6.84983439666325,BLK;SYK;CD3G;FYN;CD247;MYO1G,GO_BP,blue,6
regulation of ruffle assembly (GO:1900027),3/24,0.055660803692467,0.266876313633439,0,0,3.77708006279435,10.910016758729,CARMIL2;P2RX4;STAP1,GO_BP,blue,3
"wound healing, spreading of cells (GO:0044319)",3/24,0.055660803692467,0.266876313633439,0,0,3.77708006279435,10.910016758729,CARMIL2;LCP1;CD44,GO_BP,blue,3
positive regulation of protein kinase activity (GO:0045860),10/154,0.0565045504869319,0.270443157719256,0,0,1.84205963938974,5.29303699031074,CSF1R;TCL1A;CD4;PTPRC;RIPK3;IFNG;NAB2;LCP2;CLU;LAT,GO_BP,blue,10
cellular response to peptide (GO:1901653),5/57,0.0567291661481617,0.27103934937455,0,0,2.54516317016317,7.30326123354373,VCAM1;ITGA4;PTPN22;TREM2;FYN,GO_BP,blue,5
positive regulation of interleukin-6 production (GO:0032755),6/76,0.0592883677048098,0.27549260396626,0,0,2.26983251231527,6.41305347579982,CD74;SYK;IFNG;TLR8;TLR7;POU2F2,GO_BP,blue,6
negative regulation of intracellular signal transduction (GO:1902532),12/198,0.0602584898762408,0.278763034386377,0,0,1.71232446498273,4.81011086982224,P2RX7;CASP8;SH3BP1;STAT1;PPM1N;RHOH;TREM2;TRIM59;NLRC3;SLA2;ARHGAP25;CD22,GO_BP,blue,12
receptor metabolic process (GO:0043112),5/58,0.0603009000186108,0.278763034386377,0,0,2.49701127917251,7.01262707596863,TGFB1;SYK;ITGB2;LILRB1;LDLRAP1,GO_BP,blue,5
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803),5/58,0.0603009000186108,0.278763034386377,0,0,2.49701127917251,7.01262707596863,IKBKB;CASP8;SYK;CASP1;CARD16,GO_BP,blue,5
regulation of calcium ion import (GO:0090279),3/25,0.0615946480836521,0.282533582080771,0,0,3.60520729270729,10.0483627219323,CXCL12;FCRL3;FYN,GO_BP,blue,3
regulation of heterotypic cell-cell adhesion (GO:0034114),3/25,0.0615946480836521,0.282533582080771,0,0,3.60520729270729,10.0483627219323,LCK;CD44;SKAP1,GO_BP,blue,3
regulation of neutrophil chemotaxis (GO:0090022),3/25,0.0615946480836521,0.282533582080771,0,0,3.60520729270729,10.0483627219323,RIPOR2;CD74;RAC2,GO_BP,blue,3
negative regulation of sequestering of calcium ion (GO:0051283),3/25,0.0615946480836521,0.282533582080771,0,0,3.60520729270729,10.0483627219323,PTPRC;LCK;RYR3,GO_BP,blue,3
cortical cytoskeleton organization (GO:0030865),4/41,0.061742296268666,0.282533582080771,0,0,2.85988326703595,7.96416307826118,IKBKB;RAC2;RHOH;LCP1,GO_BP,blue,4
import into cell (GO:0098657),4/41,0.061742296268666,0.282533582080771,0,0,2.85988326703595,7.96416307826118,SLC46A1;IL10RA;TREM2;SLC5A3,GO_BP,blue,4
positive regulation of tumor necrosis factor production (GO:0032760),6/77,0.0624100071497002,0.28462745684939,0,0,2.23774647887324,6.20757507145395,CD2;PTPRC;SYK;IFNG;CLU;CCR2,GO_BP,blue,6
positive regulation of type I interferon production (GO:0032481),6/77,0.0624100071497002,0.28462745684939,0,0,2.23774647887324,6.20757507145395,ZBP1;STAT1;DHX58;TLR8;PTPN22;TLR7,GO_BP,blue,6
calcium ion transmembrane import into cytosol (GO:0097553),4/42,0.0663565149414871,0.301610400967263,0,0,2.78447838992254,7.5534916523926,PTPRC;LCK;RYR3;GRIN2D,GO_BP,blue,4
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),4/42,0.0663565149414871,0.301610400967263,0,0,2.78447838992254,7.5534916523926,SP100;CASP8;TMC8;FASLG,GO_BP,blue,4
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),8/118,0.0677123128293763,0.303345054143091,0,0,1.92722243178675,5.18902181046357,CXCL10;CXCL11;CXCL9;ADGRE5;CNR2;GPR65;ADGRG5;S1PR5,GO_BP,blue,8
negative regulation of transposition (GO:0010529),3/26,0.0678094123325838,0.303345054143091,0,0,3.44827998088868,9.27950856226639,APOBEC3D;APOBEC3G;APOBEC3H,GO_BP,blue,3
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),21/404,0.067815858269707,0.303345054143091,0,0,1.45848563968668,3.92472537002156,BLK;CSF1R;SYK;RGS14;FLT3;STYK1;CD3E;ZAP70;CD4;SIPA1L1;CD8B;LCK;AXL;CD8A;CD7;BLNK;STAP1;CLNK;LCP2;FYN;ATP6V0D2,GO_BP,blue,21
negative regulation of type I interferon production (GO:0032480),4/43,0.0711446650826439,0.311862294027318,0,0,2.71294042958417,7.17040990623678,DHX58;NLRC3;LILRB1;LILRA4,GO_BP,blue,4
dendritic spine organization (GO:0097061),3/27,0.0742966867361629,0.324105836341812,0,0,3.30442994505495,8.59048991939019,DOCK10;TREM2;FYN,GO_BP,blue,3
regulation of toll-like receptor signaling pathway (GO:0034121),3/27,0.0742966867361629,0.324105836341812,0,0,3.30442994505495,8.59048991939019,GFI1;FCRL3;TREM2,GO_BP,blue,3
stress-activated protein kinase signaling cascade (GO:0031098),3/27,0.0742966867361629,0.324105836341812,0,0,3.30442994505495,8.59048991939019,IKBKB;CCDC88C;MAP3K5,GO_BP,blue,3
I-kappaB kinase/NF-kappaB signaling (GO:0007249),5/62,0.0758317718808138,0.330270530587017,0,0,2.32129911555749,5.98718270263347,IKBKB;TLR8;TLR7;NLRC3;CARD11,GO_BP,blue,5
regulation of endothelial cell apoptotic process (GO:2000351),4/44,0.0761044209869648,0.330395635342448,0,0,2.64497936726272,6.81253825431194,CD40LG;ITGA4;PDCD4;FASLG,GO_BP,blue,4
response to amyloid-beta (GO:1904645),4/44,0.0761044209869648,0.330395635342448,0,0,2.64497936726272,6.81253825431194,VCAM1;ITGA4;TREM2;FYN,GO_BP,blue,4
positive regulation of gene expression (GO:0010628),24/482,0.0787815311692948,0.339069489427121,0,0,1.39424223145958,3.54287642845875,ITK;CD74;TGFB1;BTN3A1;TXK;CRTAM;PIK3CD;PTPN22;TREM2;LILRB1;CLEC9A;PASK;CD3E;WNT16;CLU;PIK3CG;P2RX7;TMIGD2;IFNG;ADM2;LAMP3;ITGAX;STAP1;CD34,GO_BP,blue,24
receptor-mediated endocytosis (GO:0006898),9/143,0.0793319758479453,0.339069489427121,0,0,1.78003679662629,4.51081617625425,MSR1;SYK;CTTN;FCHO1;ITGB2;LILRB1;CLEC9A;LDLRAP1;CXCL16,GO_BP,blue,9
negative regulation of DNA-binding transcription factor activity (GO:0043433),9/143,0.0793319758479453,0.339069489427121,0,0,1.78003679662629,4.51081617625425,EOMES;SP100;FOXS1;AIM2;CDKN2A;GFI1;NLRC3;WWP2;FOXP3,GO_BP,blue,9
positive regulation of cytoskeleton organization (GO:0051495),6/82,0.0794453065258335,0.339069489427121,0,0,2.08998185117967,5.29326874095447,FCHSD1;P2RX7;CCL24;EDN1;CTTN;STAP1,GO_BP,blue,6
positive regulation of vasculature development (GO:1904018),7/102,0.0799862384229205,0.339248617531091,0,0,1.95141029369003,4.9290685854857,TMIGD2;PRKCB;ADM2;ITGAX;PIK3CD;CD34;HK2,GO_BP,blue,7
actin cytoskeleton reorganization (GO:0031532),5/63,0.0800220991518521,0.339248617531091,0,0,2.28115797473164,5.7609559802854,SYDE1;SIPA1L1;CTTN;PARVG;GPR65,GO_BP,blue,5
cellular response to interleukin-6 (GO:0071354),3/28,0.08104757154283,0.341990453753157,0,0,3.17208791208791,7.97056554641075,SELPLG;STAT1;ST18,GO_BP,blue,3
regulation of immunoglobulin production (GO:0002637),3/28,0.08104757154283,0.341990453753157,0,0,3.17208791208791,7.97056554641075,PTPRC;FCRL3;CD22,GO_BP,blue,3
positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552),3/28,0.08104757154283,0.341990453753157,0,0,3.17208791208791,7.97056554641075,TGFB1;FLT3;CD19,GO_BP,blue,3
positive regulation of chemotaxis (GO:0050921),4/45,0.0812331809684804,0.342240571140923,0,0,2.58033347871305,6.47775040073658,TGFB1;P2RX4;TREM2;CCR2,GO_BP,blue,4
cellular response to organic substance (GO:0071310),8/123,0.0817587349141431,0.343919895780146,0,0,1.84294906488664,4.61471243872906,CSF1R;TGFB1;FLT3;CASP1;CXCR4;PTPN6;PTPN7;LDLRAP1,GO_BP,blue,8
regulation of MAPK cascade (GO:0043408),10/166,0.0838822796087209,0.352305574356628,0,0,1.69929584978129,4.21143439941619,P2RX7;CD74;CD4;PTPRC;SYK;FLT3;FCRL3;ATP6AP2;PTPN6;HLA-DRB1,GO_BP,blue,10
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),5/64,0.0843335822079433,0.35365274644167,0,0,2.24237755054396,5.54534390973265,CXCL10;CXCL9;CXCL11;S100A12;CXCL13,GO_BP,blue,5
positive regulation of nucleic acid-templated transcription (GO:1903508),25/511,0.086304582698425,0.361358755069603,0,0,1.36856048683244,3.3527988112426,CIITA;SP100;DLX5;TGFB1I1;XPC;CREBL2;CAMKK2;IKBKB;TBX21;MYB;RPS6KA1;TNNI2;MAP3K5;EOMES;CD74;TGFB1;STAT1;PYHIN1;PBX4;FOXP3;RUNX3;RUNX2;CD4;SKAP1;HLA-DRB1,GO_BP,blue,25
glycolytic process (GO:0006096),3/29,0.0880527503953825,0.368109414847363,0,0,3.04992603550296,7.41076886338238,PFKL;HKDC1;HK2,GO_BP,blue,3
activation of GTPase activity (GO:0090630),7/105,0.0900535652531241,0.368373773730677,0,0,1.8913772691397,4.55320823436006,SYDE1;SIPA1L1;GPR65;TBC1D10C;CXCL13;ARHGAP25;ARHGAP45,GO_BP,blue,7
MAPK cascade (GO:0000165),16/303,0.091005470350717,0.368510940478464,0,0,1.4800419093102,3.5474172273105,TGFB1;FLT3;CSF2RB;RASAL3;IL2RG;CAMKK2;PSMB9;IKBKB;IL2RB;PRKCQ;FYN;PTPN7;CCR5;JAK3;LAT;MAP3K5,GO_BP,blue,16
regulation of DNA binding (GO:0051101),4/47,0.0919860272751596,0.370818672452987,0,0,2.46006205815553,5.86999981176107,SP100;TGFB1;GZMA;PYHIN1,GO_BP,blue,4
epithelial to mesenchymal transition (GO:0001837),4/47,0.0919860272751596,0.370818672452987,0,0,2.46006205815553,5.86999981176107,EOMES;AKNA;TGFB1;LOXL3,GO_BP,blue,4
polyol metabolic process (GO:0019751),4/47,0.0919860272751596,0.370818672452987,0,0,2.46006205815553,5.86999981176107,INPP5D;PLD4;PLCH2;SLC5A3,GO_BP,blue,4
positive regulation of transferase activity (GO:0051347),9/148,0.0933953914474786,0.375940736153372,0,0,1.71555830128141,4.06743995409367,CSF1R;CD74;CD4;TGFB1;FLT3;AXL;PRKCQ;TREM2;HLA-DRB1,GO_BP,blue,9
alpha-amino acid catabolic process (GO:1901606),3/30,0.095302557987547,0.381351003823139,0,0,2.93681318681319,6.90356272676049,IL4I1;HAAO;IDO2,GO_BP,blue,3
regulation of protein localization to membrane (GO:1905475),3/30,0.095302557987547,0.381351003823139,0,0,2.93681318681319,6.90356272676049,FYN;LDLRAP1;SLC5A3,GO_BP,blue,3
TRIF-dependent toll-like receptor signaling pathway (GO:0035666),3/30,0.095302557987547,0.381351003823139,0,0,2.93681318681319,6.90356272676049,IKBKB;CASP8;CD300LF,GO_BP,blue,3
positive regulation of lipid kinase activity (GO:0090218),3/30,0.095302557987547,0.381351003823139,0,0,2.93681318681319,6.90356272676049,TGFB1;FLT3;CD19,GO_BP,blue,3
negative regulation of MAP kinase activity (GO:0043407),4/48,0.0976036809275542,0.389982849015847,0,0,2.40402650994123,5.5937852171272,RGS14;CD300A;PDCD4;PTPN22,GO_BP,blue,4
regulation of viral genome replication (GO:0045069),5/67,0.0979822831036687,0.39091900578474,0,0,2.13354216653337,4.95615146243118,FAM111A;RNASEL;APOBEC3G;ZC3HAV1;SHFL,GO_BP,blue,5
extracellular structure organization (GO:0043062),12/216,0.0992953917556287,0.395575318038233,0,0,1.55976437863045,3.6025193370948,VCAM1;ITGA4;ITGAD;ITGB2;COL8A2;TNC;ITGAX;COL10A1;ITGB7;COL9A2;ITGAL;CD44,GO_BP,blue,12
external encapsulating structure organization (GO:0045229),12/217,0.101827144598014,0.398354933032248,0,0,1.55207435801757,3.54568060072394,VCAM1;ITGA4;ITGAD;ITGB2;COL8A2;TNC;ITGAX;COL10A1;ITGB7;COL9A2;ITGAL;CD44,GO_BP,blue,12
regulation of calcium ion-dependent exocytosis (GO:0017158),3/31,0.102787042521056,0.398354933032248,0,0,2.83177982731554,6.44257089972965,CACNA1I;SYT12;SYT6,GO_BP,blue,3
MyD88-independent toll-like receptor signaling pathway (GO:0002756),3/31,0.102787042521056,0.398354933032248,0,0,2.83177982731554,6.44257089972965,IKBKB;CASP8;CD300LF,GO_BP,blue,3
negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732),3/31,0.102787042521056,0.398354933032248,0,0,2.83177982731554,6.44257089972965,PTPRC;CD300A;PTPN6,GO_BP,blue,3
negative regulation of response to biotic stimulus (GO:0002832),3/31,0.102787042521056,0.398354933032248,0,0,2.83177982731554,6.44257089972965,DHX58;NLRC3;CARD16,GO_BP,blue,3
positive regulation of locomotion (GO:0040017),3/31,0.102787042521056,0.398354933032248,0,0,2.83177982731554,6.44257089972965,CSF1R;TGFB1;TREM2,GO_BP,blue,3
positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052),3/31,0.102787042521056,0.398354933032248,0,0,2.83177982731554,6.44257089972965,PYHIN1;TREM2;CLU,GO_BP,blue,3
receptor internalization (GO:0031623),4/49,0.103377506153555,0.398931145541281,0,0,2.35048143053645,5.33410706712772,SYK;ITGB2;LILRB1;LDLRAP1,GO_BP,blue,4
positive regulation of actin filament polymerization (GO:0030838),4/49,0.103377506153555,0.398931145541281,0,0,2.35048143053645,5.33410706712772,FCHSD1;CCL24;CARMIL2;CTTN,GO_BP,blue,4
positive regulation of reactive oxygen species metabolic process (GO:2000379),4/49,0.103377506153555,0.398931145541281,0,0,2.35048143053645,5.33410706712772,TGFB1;SYK;ITGB2;SLC5A3,GO_BP,blue,4
negative regulation of cellular catabolic process (GO:0031330),5/69,0.107661618237606,0.414872437845909,0,0,2.06665375344353,4.60607963174983,DAPL1;IL10RA;PTPN22;TREM2;BMF,GO_BP,blue,5
activation of phospholipase C activity (GO:0007202),3/32,0.110496023188864,0.423385752218717,0,0,2.73399014778325,6.02236719257004,ITK;TXK;GPR55,GO_BP,blue,3
chondrocyte differentiation (GO:0002062),3/32,0.110496023188864,0.423385752218717,0,0,2.73399014778325,6.02236719257004,TGFB1;RUNX3;RUNX2,GO_BP,blue,3
regulation of NMDA receptor activity (GO:2000310),3/32,0.110496023188864,0.423385752218717,0,0,2.73399014778325,6.02236719257004,GRIA2;IFNG;CCR2,GO_BP,blue,3
membrane depolarization (GO:0051899),3/32,0.110496023188864,0.423385752218717,0,0,2.73399014778325,6.02236719257004,P2RX7;CACNA1I;P2RX4,GO_BP,blue,3
regulation of protein modification process (GO:0031399),4/51,0.115378562884543,0.434111842853094,0,0,2.25022681377857,4.85944740057226,IFNG;STAT2;CCDC88C;ATG7,GO_BP,blue,4
inositol lipid-mediated signaling (GO:0048017),4/51,0.115378562884543,0.434111842853094,0,0,2.25022681377857,4.85944740057226,CSF1R;PIK3CD;PLCH2;PIK3CG,GO_BP,blue,4
positive regulation of transport (GO:0051050),6/91,0.115973555057422,0.435745299099248,0,0,1.86781338742394,4.02400425062219,IFNG;SIRPG;IL2RB;TREM2;DOCK2;IL2RG,GO_BP,blue,6
protein-containing complex subunit organization (GO:0043933),7/112,0.116164783612114,0.435859278123567,0,0,1.7646408839779,3.79882280595486,CD74;IL2RB;LPXN;CD3G;CAPG;CD247;CD3E,GO_BP,blue,7
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),5/71,0.117788806762708,0.440731875027866,0,0,2.00381918357125,4.28589276927408,SYK;CD3G;FYN;CD247;MYO1G,GO_BP,blue,5
phosphatidylinositol-mediated signaling (GO:0048015),5/71,0.117788806762708,0.440731875027866,0,0,2.00381918357125,4.28589276927408,CSF1R;EDN1;PIK3CD;PLCH2;PIK3CG,GO_BP,blue,5
positive regulation of ATP metabolic process (GO:1903580),3/33,0.118419142926915,0.4424792526745,0,0,2.64271978021978,5.63830842700703,P2RX7;IFNG;TREM2,GO_BP,blue,3
positive regulation of cellular component biogenesis (GO:0044089),6/92,0.120478914626868,0.448785380484302,0,0,1.84599839615076,3.90665045257795,TCL1A;TGFB1;SYK;IFNG;BMF;CLU,GO_BP,blue,6
cartilage development (GO:0051216),4/52,0.121597810732919,0.448785380484302,0,0,2.20323246217332,4.64229080477823,TGFB1;RUNX3;RUNX2;CD44,GO_BP,blue,4
regulation of release of sequestered calcium ion into cytosol (GO:0051279),4/52,0.121597810732919,0.448785380484302,0,0,2.20323246217332,4.64229080477823,CXCL10;CXCL9;CXCL11;CD19,GO_BP,blue,4
negative regulation of cellular biosynthetic process (GO:0031327),4/52,0.121597810732919,0.448785380484302,0,0,2.20323246217332,4.64229080477823,GFI1;FYN;CD34;CLK2,GO_BP,blue,4
negative regulation of protein metabolic process (GO:0051248),4/52,0.121597810732919,0.448785380484302,0,0,2.20323246217332,4.64229080477823,CD84;EDN1;TREM2;CLU,GO_BP,blue,4
